content,date,username,likes,retweets
"@EndWokeness I'm so confused on what the problem is, these are children's clothes.. do you want them repping budlight merch or something",2023-03-05 01:52:35+00:00,sh1nyy,0,0
@49erCarlos @DanCuster2 @TheRealFuggs @NevadaHoops @budlight @tl_cox https://t.co/MwAQNiecAI,2023-03-05 01:50:53+00:00,MattRadley,1,0
@DanCuster2 @MattRadley @TheRealFuggs @NevadaHoops @budlight @tl_cox https://t.co/wcdnKRIG7p,2023-03-05 01:48:40+00:00,49erCarlos,1,0
I’m not trying to look at you like you’re crazy when you try to order Bud light at the brewery but have you ever been to a brewery??,2023-03-05 01:44:56+00:00,theryancheney,3,0
How’d I miss this Super Bowl Budlight commercial ?,2023-03-05 01:44:14+00:00,HearttAzure,0,0
@yazamuto @DallasStars @budlight Pull out those vhs tapes from your last win,2023-03-05 01:44:08+00:00,NorrisMakar,0,0
"Worth following this 🎢 

""The recent Bud Light campaign is truthful and intended to point out a key difference from Miller Lite and Coors Light. Those beers are brewed with corn syrup; Bud Light is not. These are facts.”

-Gemma Hart, Anheuser-Busch

https://t.co/WPjSlluHHs",2023-03-05 01:44:07+00:00,dpmcclurg,0,0
@yazamuto @DallasStars @budlight Repeating. Ah that’s a lovely word…big coming from a fan of a team that hasn’t sniffed the cup since ‘99,2023-03-05 01:43:42+00:00,NorrisMakar,0,0
@kc_kwin get a bud light bro,2023-03-05 01:40:37+00:00,meganjeanmack,0,0
@AnnKnightBabe I would be drinking a Bud light if I didn't have to work tomorrow.,2023-03-05 01:39:47+00:00,TerryRo31438315,1,0
Yeah where’s the ones that drink bud light at?,2023-03-05 01:36:46+00:00,D_Grenier3,1,0
Minus the bud light,2023-03-05 01:30:16+00:00,JB3______,1,0
the bitch drinking bud light,2023-03-05 01:27:45+00:00,thewhole36oz,15,2
"@RaiderTy92 @Tortillas_RRS Like I said, defense hasn't been up to par, but a lot of the tems have been shooting lights out especially from 3. All I'm saying if a couple of those teams miss 1 or 2 shots, we win. We miss a few wide open shots every game. Why don't we make those? Gotta go both ways bud",2023-03-05 01:26:12+00:00,RedRaiderGator,2,0
"@Spark898 *sings a la Bud Light commercial*
🎶Real women of genius...🎶",2023-03-05 01:25:38+00:00,KiltsAndKlingon,7,0
@FightingPetah Wish it was an IPA but it's Bud Light,2023-03-05 01:25:28+00:00,jasoneg33,2,0
They drinking bud light 😒,2023-03-05 01:25:00+00:00,QNance21,0,0
@NorrisMakar @DallasStars @budlight Nice amount of likes you got there,2023-03-05 01:24:57+00:00,AidanRech,0,0
@jasoneg33 It better be Modelo or Bud Light,2023-03-05 01:24:48+00:00,FightingPetah,0,0
@Capitals @budlight For sure! 👍,2023-03-05 01:23:56+00:00,BoltsandCapsFan,0,0
Fuck fuck I NEED a bud light,2023-03-05 01:23:25+00:00,pacingand,2,0
@Capitals @budlight Am I good and fun?,2023-03-05 01:22:47+00:00,DArkMEATHOOK,1,0
"Goals are fun. Goals are good.

@budlight | #BudLightCelly https://t.co/9jT7Yf6hTY",2023-03-05 01:22:01+00:00,Capitals,152,14
@NorrisMakar @DallasStars @budlight Enjoy last year’s success. You won’t be repeating.,2023-03-05 01:20:53+00:00,yazamuto,0,0
@CoachJ_White Busch lite is not it lol. I used that or natty for beer pong back in the day lol. Bud light is my beer of choice tho.,2023-03-05 01:18:51+00:00,KristenStahl00,0,0
@OpenandMarried Bud light im a lightweight anymore lol,2023-03-05 01:15:29+00:00,burkhalter_joe,1,0
"Yankees got the kids showing out, Knicks locking up the 4 seed, couple of bud lights and the pack of loud ready too... now we finna watch my gambling buddies lose it all on #UFC285",2023-03-05 01:14:04+00:00,Rhizome333,3,0
@BurnerDewey @StLouisBlues @budlight W,2023-03-05 01:13:40+00:00,mukmuk0001,0,0
"Results:
1. Busch Light
2. Miller Lite
3. Michelob Ultra
4. Bud Light
5. Coors Light

Busch was the smoothest. Miller was most flavorful. Both tier-one light beers.

Michelob and Bud on same tier. 

I thought Coors was Bud—far and away the worst.",2023-03-05 01:09:43+00:00,MingoFresh,8,0
"@Thomas_Carrieri ""you're not getting my bud light""",2023-03-05 01:08:32+00:00,businessdonkey,2,0
@yazamuto @DallasStars @budlight 😢 https://t.co/3YkJg3AWF0,2023-03-05 01:07:05+00:00,NorrisMakar,0,0
@OttersMyDad @DallasStars @budlight I’m sad https://t.co/vERis7ba4f,2023-03-05 01:06:13+00:00,NorrisMakar,0,0
impulsively ordered the new @neatdude rugby shirt in the bathroom at a bar after three bud lights i think this is what @chrismelSchleeb would’ve wanted,2023-03-05 01:05:02+00:00,vitekstanecek,0,0
"@barefootjim @KyleTrainEmoji we placed a Bud Light ad on it
that is how",2023-03-05 01:02:58+00:00,FrownUptown,0,0
@Capitals @budlight this makes me so happy,2023-03-05 01:02:39+00:00,capstrav1s,5,0
@Capitals @budlight He just heard about the free nuggies!,2023-03-05 01:00:02+00:00,DomJSII,3,0
@Capitals @budlight (Im in so much pain),2023-03-05 00:58:52+00:00,Rickyness43,0,0
@Capitals @budlight We fleeced,2023-03-05 00:58:22+00:00,Rickyness43,3,0
"SMITTY IS FIRED UP

@budlight | #BudLightCelly https://t.co/RmB1JK0bsU",2023-03-05 00:57:52+00:00,Capitals,208,13
"So sublime, this shit is divine WHADDD @budlight @PatMcAfeeShow @ToneDigz https://t.co/aL7veVMWzE",2023-03-05 00:55:57+00:00,J_Dorsey3,10,0
This cracka just poured Tabasco sauce in his bud light… wth lol,2023-03-05 00:55:18+00:00,K_Grabba3,0,0
@Alecc_Gibson @MasoNation757 Buddy can’t handle the bud light,2023-03-05 00:53:37+00:00,CRlNER,2,0
@flyguy2stackzz @ReportsbyWario @Canada A 24 pack of Bud Lights in Canada is also $50 lmfao,2023-03-05 00:53:34+00:00,SureLockHolmes2,4,0
"@AustonPowerz @DetroitRedWings @Huntington_Bank Can't bruise what was already broken bud, also I'm able to look at Twitter because it's dark, street lights are on bud, we're still playing hockey but it's chel",2023-03-05 00:52:38+00:00,Jauntonomobay,0,0
"@Capitals @budlight Duck, duck goose",2023-03-05 00:47:54+00:00,debs1211,0,0
Check out Vintage 1985 Spuds MacKenzie 1985 3 Inch  Bud Light LOT OF 12 Pin-Back Buttons https://t.co/qlskIX4zxz #eBay via @eBay,2023-03-05 00:47:38+00:00,thriftyjunction,0,0
Check out Vintage 1980's Spud Mackenzie NOS Dog Tags With Chain Budlight LOT OF 10 https://t.co/bE169tigDd #eBay via @eBay,2023-03-05 00:47:12+00:00,thriftyjunction,0,0
Worst gas station scenario is being behind a bunch of 21 year old guys buying bud light and buy vape cartridges,2023-03-05 00:47:07+00:00,RyanMcDowellFit,4,0
@OPNATIONFan @NHLBruins @budlight https://t.co/Rer9GAcRZJ,2023-03-05 00:47:05+00:00,Cableguy023,0,0
"@RJellyman @JonMontag @zappafaye @Senor_Greezy @cellmavin @justinbrummer @amethyst_heels @badhopper @TammyJaben @RockStahr @TangyTanjarine @bodyfit67 @dzyngrl @Bertrand_Boily @scottydog57 @SommBeer @brewerytravels Grand English brewed Stout, as are most of their U.S. offerings. I've always wondered if it was considered like Bud Light Lime over there?🤣  Be Well &amp; #CHEERZ",2023-03-05 00:45:46+00:00,1SickAssFool,1,0
@JustAMomNamedMM lets go get a bud light and a shot of fireball,2023-03-05 00:45:28+00:00,BobbyRobins11,1,0
@corn_feeder2 Hunter Biden’s late night go puff order on his dads card. Sometimes he might throw a bud light seltzer in there or two,2023-03-05 00:45:04+00:00,whowhatwho1,0,0
@Capitals @budlight who??,2023-03-05 00:42:15+00:00,sport5updates,0,0
Few bud light platinums(12) and some Overwatch 2/Battlefield 2042 on deck for the stream tonight https://t.co/pAKHKUu0mv,2023-03-05 00:41:54+00:00,NxrveLess,5,1
@Cableguy023 @NHLBruins @budlight Unfriggin believable right!,2023-03-05 00:41:48+00:00,OPNATIONFan,0,0
@Capitals @budlight Awesome celly!,2023-03-05 00:39:57+00:00,BoltsandCapsFan,0,0
Fuck no…she’s drinking bud light 🚩,2023-03-05 00:39:41+00:00,southside_grim,0,0
"Love us a Matty Irwin celly

@budlight | #BudLightCelly https://t.co/R6sCvYPVFn",2023-03-05 00:38:59+00:00,Capitals,135,12
@uncensoredpromo They sell bud light at like every gas station dude,2023-03-05 00:38:46+00:00,smalls_88,0,0
@OPNATIONFan @NHLBruins @budlight 10 in a row they are on 🔥,2023-03-05 00:38:07+00:00,Cableguy023,1,0
@steviemctweets He was probably comparing it to watered down beer like bud light or something atrocious. 🤣,2023-03-05 00:36:45+00:00,JosephLizyness,1,0
@fdtOnline @Dreckerr @MyFDOT I’m in I’ll bring a 30 pack of bud light and pack of smokes,2023-03-05 00:36:37+00:00,MillersHighLyfe,0,0
"Say hello to Kandace one of our Diamond girls and part of our stage show

UFC 285

Stage show tonight 

$3.75 bud light all night 

Kitchen open till 1:30 am featuring steaks, quesadillas, flat bread pizzas and burgers

Serving drinks till 2:30 am

4675 Munson St Canton
Diamond https://t.co/QjOBMTvXfG",2023-03-05 00:35:11+00:00,DiamondRoyale1,1,1
If you think the bud light apple slice seltzer might be the move I’m sorry to inform you this is a terrible product,2023-03-05 00:34:56+00:00,Assdumper,0,0
I will be determining once and for all what the best light beer is with a blind taste test. Will Miller Lite prevail? Has it been Busch Light all along? Is Bud Light actually good? I am the brave soul that will answer these questions.,2023-03-05 00:31:52+00:00,MingoFresh,6,0
A bud light? Any liquor store,2023-03-05 00:30:58+00:00,A_True_Don,1,1
"@Bwagz @budlight Bro I'm trying to win a jersey signed by you, but I don't drink man",2023-03-05 00:29:36+00:00,smithybrian15,0,0
If you go to a craft brewery and order a budlight I'm sorry but that definitely falls into the bad person category,2023-03-05 00:29:04+00:00,billy_strathdee,2,0
They are drinking bud light 🤢🤮🤦🏽‍♂️ these hoes just look dumb stop 😂,2023-03-05 00:23:19+00:00,LouisBueno96,0,0
@NHLBlackhawks @budlight Happy birthday Chicago.  Without who's presence this 6 county sprawling area wouldn't be the great community it ss today,2023-03-05 00:22:52+00:00,Bill_in_Chicago,0,0
A poco todavía hay gente que toma Budlight ?,2023-03-05 00:21:56+00:00,Hanzcobain,0,0
@NHLBlackhawks @budlight Until you zoom in and see the garbage that lives there,2023-03-05 00:19:32+00:00,srmaczka,0,0
@StLouisBlues @budlight Kadri did nothing wrong,2023-03-05 00:18:33+00:00,BurnerDewey,1,0
@uncensoredpromo A bud light? Probably any local package store I’d assume.,2023-03-05 00:14:12+00:00,drewrandall5,1,0
Check out hearts up's video! #TikTok https://t.co/cWQc1oIhNh   @budlight,2023-03-05 00:13:44+00:00,budster5569,0,0
"Heads up! Catch king-sized action when Nevada WBB takes on Fresno St. in Mountain West Tournament play. It all starts Sunday with Bud Light Tip-off Show at 1:45 PM(pt) on 630 AM- KPLY and The Varsity Network app. ""Thank you very much"".... https://t.co/9hLYyZPc7k",2023-03-05 00:10:35+00:00,LarryBurnett,2,0
@NorrisMakar @DallasStars @budlight If they can't they can't. It won't get to me like I know it will get to you. Just by talking to you I can tell there's holes in your walls from them losing lol,2023-03-05 00:07:40+00:00,OttersMyDad,0,0
@OttersMyDad @DallasStars @budlight They know..they just can’t do it lol,2023-03-05 00:06:18+00:00,NorrisMakar,0,0
@budlight Sounds like fun more to drink lol 🍺,2023-03-05 00:05:59+00:00,ghettovero2324,0,0
@NorrisMakar @DallasStars @budlight Okay I'll make sure to let the team know👍🏻,2023-03-05 00:04:56+00:00,OttersMyDad,0,0
me reading this after 4 bud lights and 2.5 Marlb reds👀,2023-03-05 00:02:46+00:00,AlexDowning8,0,0
"@AskAnshul I live in Brisbane and this is shocking! What are you trying to show, you are showing yourself in a poor light in a foreign country. It's motivated by vested interests. Request both governments to nip this in the bud. If you love your faith so does others. Jai Hind!",2023-03-05 00:01:52+00:00,dmukkavilli,0,0
@OttersMyDad @DallasStars @budlight Win a championship in this century and I’ll think about it,2023-03-04 23:54:59+00:00,NorrisMakar,0,0
@NorrisMakar @DallasStars @budlight Lol okay. Go get some anger management buddy 😂,2023-03-04 23:54:13+00:00,OttersMyDad,0,0
@NorrisMakar @DallasStars @budlight Get over the loss you jerk,2023-03-04 23:53:36+00:00,CrankyModerate,0,0
@OttersMyDad @DallasStars @budlight Hit a nerve? Lol avs are the defending champions. I’m good 😉,2023-03-04 23:52:23+00:00,NorrisMakar,0,0
@NorrisMakar @DallasStars @budlight Okay and if we don't we don't😂. Sorry I hit a nerve there. Some people just can't handle when their team loses I guess.,2023-03-04 23:50:51+00:00,OttersMyDad,0,0
@rightsideup12 We already ate but have a Bud light now lol 😆 A Blue Moon would ideal for this though 💙 🌙,2023-03-04 23:47:41+00:00,Michael04665246,1,0
@KyleNeubeck Watching @ Dagwood’s Pub in the northeast. Drinking bud light limes. Feeling Sixers moneyline.,2023-03-04 23:46:44+00:00,danmcguckin_,2,0
@MKADH1 @budlight He always looked good coming back from suspensions. Don't see this being any different.,2023-03-04 23:46:09+00:00,HarderAw,1,0
@bud_cann Jail is to light a sentence for anyone that could do something like this.,2023-03-04 23:44:45+00:00,chasminicozzi,4,1
@HarderAw @budlight How do you think Jon Jones is going to look after a 3 year lay off and moving up a weight class??,2023-03-04 23:41:06+00:00,MKADH1,1,1
@NorrisMakar @DallasStars @budlight Cannot wait to see the excuses when you’re stomped on that stage as well.,2023-03-04 23:40:24+00:00,yazamuto,0,0
"I'm still a little bummed so I'm gonna get a sandwich, a bag of chips, a coca cola and a bud light from the deli for dinner.",2023-03-04 23:39:49+00:00,hateupton,17,0
@Jacksonw194 Not the bud light 😭,2023-03-04 23:35:39+00:00,maribaee_,1,0
@budlight and #UFC285  #ITSTIIIIIMMMEEE  #BudLightCelly https://t.co/3Qoe9I0Qvr,2023-03-04 23:33:35+00:00,HarderAw,1,0
@uncensoredpromo See the first problem is they’re  drinking bud light,2023-03-04 23:31:12+00:00,xelaaicrag_,0,0
@DanCuster2 @MattRadley @NevadaHoops @budlight @tl_cox 🤦🏻‍♂️😂😂,2023-03-04 23:29:22+00:00,TheRealFuggs,3,0
@TheRealFuggs @MattRadley @NevadaHoops @budlight @tl_cox I know 😂,2023-03-04 23:28:39+00:00,DanCuster2,3,0
@Rhodekilla @DallasStars @budlight I know you’re tired since ‘99,2023-03-04 23:28:39+00:00,NorrisMakar,0,0
@DanCuster2 @MattRadley @NevadaHoops @budlight @tl_cox He’s laughing at you lol,2023-03-04 23:28:27+00:00,TheRealFuggs,3,0
@Christi44001185 @DallasStars @budlight Yes I’m salty….. https://t.co/PvRJR1r9LV,2023-03-04 23:28:10+00:00,NorrisMakar,0,0
@TheSMG4Elecric @DallasStars @budlight 😕 https://t.co/duOL55DaVr,2023-03-04 23:27:45+00:00,NorrisMakar,0,0
@PGATOUR Putting on some sun screen grabbing a bud light and a beach towel and get some rays,2023-03-04 23:27:12+00:00,pletchlives,6,0
@OttersMyDad @DallasStars @budlight Regular season champs raise that banner next to the 1999 championship,2023-03-04 23:27:02+00:00,NorrisMakar,0,0
@NorrisMakar @budlight 🥱,2023-03-04 23:26:59+00:00,DallasStars,11,0
@budlight 🤔,2023-03-04 23:26:41+00:00,LorenzDenice,0,0
@MattRadley @TheRealFuggs @NevadaHoops @budlight @tl_cox Why is Matt happy? Are we losing or did it start yet? I’m at the Nevada game. 😂,2023-03-04 23:26:26+00:00,DanCuster2,3,0
@yazamuto @DallasStars @budlight Lol one game. I love your hopes are up it’s gonna make the playoffs even sweeter.,2023-03-04 23:26:06+00:00,NorrisMakar,0,0
@getgigd @DallasStars @budlight i watched every game in the 48 point season lol! but yes! i am a bandwagon!,2023-03-04 23:25:02+00:00,CompherOutta,0,0
@TheRealFuggs @DanCuster2 @NevadaHoops @budlight @tl_cox 😂😂,2023-03-04 23:24:37+00:00,MattRadley,3,0
"@WCONNOLLY2512 Looking at some of the roads on maps, Doncaster could do with more bud lanes and cycle lanes. Buses should also have traffic-light priority and the bus stops themselves should be of the best quality. People deserve good things, public transport is a good thing. https://t.co/UTd4KvW66p",2023-03-04 23:23:19+00:00,CallumRSB,2,0
@alx @miimaewest Cari Lake - You go Girl ! Can anyone Imagine the Comparison regarding  KAMALA ? Champagne &amp; Bud Light-,2023-03-04 23:23:05+00:00,KPower3,1,0
@yupbrotheremma proto bud light lime,2023-03-04 23:22:25+00:00,marble_teeth,0,0
"@iamtheARTdammit @DallasStars @budlight @NHL COL game in hand, @NHL ""we want a close race, who cares if they have 3 games in hand.""",2023-03-04 23:22:09+00:00,ahh_nuts,0,0
@CompherOutta @DallasStars @budlight Keep coping u bandwagon,2023-03-04 23:22:07+00:00,getgigd,1,0
"Gents - word to the wise as a bartender, if she drinks bud light or jameo and ginger ale-  stay away she’s bad news",2023-03-04 23:21:00+00:00,theprxdigalsxn,1,1
@JeffNadu Bud Light presents “Real Men of Genius” https://t.co/XuYlRlBGuE,2023-03-04 23:20:31+00:00,69Skoal69,1,0
@DallasStars @budlight Nice win.  Domi a nice acquisition.  Go Stars.,2023-03-04 23:20:12+00:00,APsellshomes4U,0,0
@RoverIRL @DallasStars @budlight FFFFFFFFFFLMFAOOOOOOOOO,2023-03-04 23:19:36+00:00,ahh_nuts,0,0
@Christi44001185 @NorrisMakar @DallasStars @budlight Lost to the Bolts in a mickey mouse cup,2023-03-04 23:18:36+00:00,ahh_nuts,0,0
"@DallasStars @budlight Great offensive display, a couple of unwanted goals for Colorado there at the end but still a great game!!",2023-03-04 23:18:09+00:00,annakorbel5,0,0
@DallasStars @budlight https://t.co/fXvhK26u8i,2023-03-04 23:18:03+00:00,iAmCyberwaste,0,0
@DallasStars @budlight avs still own the central and your cute captain https://t.co/q72DV3iVfE,2023-03-04 23:17:34+00:00,CompherOutta,0,0
@DallasStars @budlight #STARSWIN #TexasHockey,2023-03-04 23:17:25+00:00,TheLeftTurn,0,0
@Z_Maa_ @ITgirlDarcy not arguing with no one that drinks bud lights😂😭,2023-03-04 23:17:19+00:00,TalkedAboutLex,0,0
@NorrisMakar @DallasStars @budlight Couldn't even win a mickey mouse cup......,2023-03-04 23:17:14+00:00,ahh_nuts,1,0
@DallasStars @budlight That avalanche got melted.,2023-03-04 23:16:45+00:00,KrisVines_,0,0
"@NorrisMakar @DallasStars @budlight You’ve been surpassed. Both teams at full strength, the Stars will smoke you every time.",2023-03-04 23:16:38+00:00,yazamuto,0,0
@DallasStars @budlight “aves own central div” 😭😭,2023-03-04 23:16:18+00:00,IcedogawR,0,0
It’s embarrassing staining the hashtag #BuzzedTwitter with a Bud Light. 🤣🤣🤣,2023-03-04 23:16:18+00:00,DanCuster2,1,1
@DallasStars @budlight https://t.co/OEbTK7lE0T,2023-03-04 23:15:24+00:00,TheAdrianChavez,1,0
@DallasStars @budlight Avs fans real quiet now 👀,2023-03-04 23:14:54+00:00,jeremybenton27,1,0
@NorrisMakar @DallasStars @budlight 🥱🥱🥱,2023-03-04 23:14:43+00:00,Rhodekilla,1,0
@NorrisMakar @DallasStars @budlight Don't know how it's our Stanley Cup when we're still in first,2023-03-04 23:13:29+00:00,OttersMyDad,2,0
@DallasStars @budlight What a whooppin,2023-03-04 23:12:30+00:00,laynestopanski,2,0
@DallasStars @budlight “Don’t let us get hot” - AVs fans,2023-03-04 23:12:13+00:00,iamtheARTdammit,0,0
@DallasStars @budlight https://t.co/MZoF5TUZyr,2023-03-04 23:12:07+00:00,apollostoney,0,0
@NorrisMakar @DallasStars @budlight https://t.co/LQKpNecmfm,2023-03-04 23:11:55+00:00,TheSMG4Elecric,3,0
"@DallasStars @budlight Could’ve played smarter in the final 10, those 2 extra goals weren’t necessary",2023-03-04 23:11:49+00:00,DjLogan100,0,0
@DallasStars @budlight https://t.co/IZBE7rKSJY,2023-03-04 23:11:43+00:00,Su11y2010,1,0
"@DallasStars @budlight Idk where this offensive production has been, but let’s keep it up!! THATS stars hockey!! #gostars #texashockey #OneStateOneTeam #playpantera🤘🏻 https://t.co/HSAGzq1F4F",2023-03-04 23:11:35+00:00,zacharyreilly5,1,0
@DallasStars @budlight Yessss!!!!,2023-03-04 23:11:31+00:00,Maritxza222,0,0
@NorrisMakar @DallasStars @budlight Salt,2023-03-04 23:11:28+00:00,Christi44001185,2,0
@DallasStars @budlight Where ya at you trash panda Avs fans?,2023-03-04 23:11:08+00:00,Magicfreak2Mark,0,0
@DallasStars @budlight This is your guys Stanley cup 😂😂😂 enjoy the 2 points see you in the playoffs,2023-03-04 23:11:06+00:00,NorrisMakar,0,0
@DallasStars @budlight Avalanche? You mean snow flurries...,2023-03-04 23:11:02+00:00,JamesBl13815240,1,0
@Natalie81582995 @DallasStars @budlight hahaha,2023-03-04 23:10:59+00:00,Broncoscountry,0,0
@DallasStars @budlight Yay! Now I can go to bed happy 😊 🌟🤩,2023-03-04 23:10:55+00:00,eshadlow,2,0
@RoverIRL @DallasStars @budlight hahaha,2023-03-04 23:10:48+00:00,Broncoscountry,0,0
@Canucks @BudweiserCanada Kuzgoat # bud first light,2023-03-04 23:10:45+00:00,Marc18171159,0,0
@DallasStars @budlight Félicitations  Dallas 💪,2023-03-04 23:10:42+00:00,LaetitiaFallai,2,0
@DallasStars @budlight YEEEEEHAWKEY BBY,2023-03-04 23:10:39+00:00,LoreleiRitzert,2,0
@DallasStars @budlight if we play like this every game the rest of the way the cup will be ours for sure!!,2023-03-04 23:10:14+00:00,RoverIRL,7,0
"@Zwags9 @DallasStars @budlight Wassup, baby",2023-03-04 23:10:10+00:00,EmilScottie,0,0
@DallasStars @budlight https://t.co/jzRKgDn9ME,2023-03-04 23:10:04+00:00,MetalFanInBlack,2,0
"@DallasStars @budlight WHAT A WIN, ON BENNS 1000 GAME CEREMONY, AND WE WHOOPED THE AVS ASS!!!! LETS GO STARS!!!",2023-03-04 23:10:02+00:00,DallasRules32,2,0
@DallasStars @budlight Hell of a game!,2023-03-04 23:10:02+00:00,JPStreams23,1,0
@DallasStars @budlight AvaLanche,2023-03-04 23:09:57+00:00,Pantallideth1,1,0
saw a group of white boys coming from the gas station or liquor store with a case of bud light &amp; i feel like that particular grouping should be given a name like how we call a bunch of cobras a quiver or dolphins a pod,2023-03-04 23:09:54+00:00,borgposting,1598,39
@DallasStars @budlight ITS TO EASY,2023-03-04 23:09:52+00:00,Natalie81582995,0,0
@DallasStars @budlight Max Domi was the key,2023-03-04 23:09:46+00:00,bricespears1,2,0
@DallasStars @budlight Why can’t we play the avs the same way the stars do. Every dam time.,2023-03-04 23:09:45+00:00,EmilScottie,0,0
@DallasStars @budlight ULTRA COMBO!,2023-03-04 23:09:43+00:00,TheSMG4Elecric,0,0
@DanCuster2 @NevadaHoops @budlight @tl_cox First of all it’s Bud Light. Second of all there’s zero hashtag presence. Third of all… I love you. LFG 😤,2023-03-04 23:09:42+00:00,TheRealFuggs,3,2
@DallasStars @budlight Fantastic win!! Loved the energy out there. Boys were buzzing 🐝,2023-03-04 23:09:28+00:00,PotatoGobbler,2,0
@DallasStars @budlight Mason Marchment: https://t.co/E9rLVdZuL7,2023-03-04 23:09:16+00:00,POSTGAMEBEERSSS,11,0
@DallasStars @budlight slay,2023-03-04 23:09:14+00:00,seguinenjoyer,1,0
@DallasStars @budlight WOOOOOOO https://t.co/KPa0puUJx6,2023-03-04 23:09:01+00:00,vilfbur,4,0
@DallasStars @budlight Bing bong,2023-03-04 23:08:55+00:00,Zwags9,2,0
"Snow problem. STARS WIN!

@BudLight | #BudLightCelly | #TexasHockey https://t.co/gdFKduCxeR",2023-03-04 23:08:39+00:00,DallasStars,747,130
The one with that bud light get real nasty,2023-03-04 23:06:54+00:00,BrickVee_,0,0
6pm coffees after 4pm Bud Lights just hit different 🤪 https://t.co/h6mneg4ju5,2023-03-04 23:06:38+00:00,Margarita890,8,0
@uncensoredpromo Off da bud light,2023-03-04 23:04:02+00:00,TrevonJohnsonn,0,0
"Who will it be this afternoon? 🚨

Reply to us using #BudFirstGoal for a chance to win a Bud Red Light. 
Rules ➡️ https://t.co/iLbDENd3o2
 
@BudweiserCanada | #Canucks https://t.co/UOXG55QYkO",2023-03-04 23:00:01+00:00,Canucks,80,7
Limited selection here at the @NevadaHoops game. So @budlight it is. Let’s go @tl_cox let’s go @TheRealFuggs! https://t.co/guiOKeqQ9M,2023-03-04 22:58:55+00:00,DanCuster2,7,2
The Bud Light does it for me 😂😂,2023-03-04 22:57:02+00:00,_nugboy,1,0
@cumputervillain I had one bud light on an empty stomach after midnight last night and vomited,2023-03-04 22:52:39+00:00,smthingsprtual,1,0
"Popcorn to start, to 5 dollar biggie bag, frosty to close. Bud lights.",2023-03-04 22:49:31+00:00,RCD_23,3,0
"“Americans are drinking less beer after Bud Light, among others, raised their prices.”

#beer #craftbeer #brewery #Budweiser #coors #sales #market #beer #beermarket 

https://t.co/mPI1j2RCeO",2023-03-04 22:48:07+00:00,rolling_hops,0,0
"We've got hockey from the Coliseum soon. here's how the Stingrays and Gladiators match up in the season series finale 🥊

Powered by @budlight https://t.co/ZnnWICvUTn",2023-03-04 22:42:06+00:00,SCStingrays,1,0
@LonTayESPNCU @JJLockwood71 @kennychesney Bud Light(s) ?,2023-03-04 22:37:41+00:00,GToohill,1,0
@uncensoredpromo Drinking bud light so they can’t even claim to be drunk either 😅,2023-03-04 22:36:25+00:00,PlagueLuke,0,0
"@no_rain_checks @ArNoSkope @barstoolsports No, we’re talking about this post. Yt people will say some racist shit because he’s in the dark and wearing chains as opposed to posing with a striped bass on a dock with a bud light in his other hand

No, even then, I’m sure yt people would then claim reverse appropriation.",2023-03-04 22:35:50+00:00,joemagliochetti,1,0
I want to know the entire story behind the person who downed a Bud Light Chelada at the Atwater Best Buy https://t.co/3cl7ChkGtz,2023-03-04 22:34:29+00:00,JimJarmuschHair,10,0
Drinking a Bud Light by @AnheuserBusch @ Mark &amp; Mel's Pub — https://t.co/s9IYMPtJi6,2023-03-04 22:30:11+00:00,sfreeman1,1,0
turning up with water bud light 🥴 is crazy,2023-03-04 22:29:07+00:00,misskaileeee,0,0
"Lol nooooop 
Man it's really hard for me to unsee this, and how u gonna listen to baby with a fucking bud light",2023-03-04 22:29:01+00:00,arodjaden_angel,0,0
Bud Light Becky had folks mad,2023-03-04 22:25:28+00:00,UncleSterl,0,0
@Dcincooooo With the bud light and cowboy boots in the dress 😂😂😂,2023-03-04 22:25:24+00:00,ralphdiditagain,0,0
"@repkevinhern At their funerals, did the families of the astronauts who died in the explosion give you and your ""dreams"" the proper respect?  Did they light candles for you, bud?

MAGA voters in #OK01 should be thrilled to know they elected one of the most deplorable clowns to represent them. https://t.co/DECJryJ9H6",2023-03-04 22:22:34+00:00,Utmb_Colorado,3,0
The bud light too,2023-03-04 22:21:15+00:00,AJTHEGREATX_,0,0
Ouu wee everything but that bud light 💀,2023-03-04 22:19:32+00:00,makai_terry,0,0
"- O/U on how many bud lights Hop Skip will have between kick off and the end of @revsrt
-O/U how many current or former #nerevs    can dj bean name?",2023-03-04 22:18:32+00:00,HopSkip508,4,0
@TalezDa I’ve seen someone drink 60 bud lights in a day no joke,2023-03-04 22:18:12+00:00,Billybobwalter1,1,0
@uncensoredpromo She sippin bud light I’ll pass no cap,2023-03-04 22:16:05+00:00,__blunts,2,0
"@AaronGoodman33 Hey Dude, time to leave twitter and go have fun in your birthday. All the best from Brazil, including a lot of SMM treatment, low quality tacos and a Bud Light for your enjoyment! Have a good one!",2023-03-04 22:15:10+00:00,GuiperiniMD,1,0
@_willcompton Miller Lite or Bud Light,2023-03-04 22:15:08+00:00,icecoldmonke,0,0
@NHLBlackhawks @budlight Place I live in now is about 193 y/o. It's unreal to think so many places are century's old.,2023-03-04 22:13:27+00:00,robbo_graham,0,0
